stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
S3208,,Caylus,43.6449557975149,3.89812663588129,1,
1070,36141,Caylus,43.6449557975149,3.89812663588129,0,S3208
1107,36241,Caylus,43.6449270533471,3.89824964662689,0,S3208
S3209,,Centurions,43.6327979757423,3.91571619886334,1,
1228,42157,Centurions,43.6327979757423,3.91571619886334,0,S3209
1239,42213,Centurions,43.6328251150762,3.91570457225184,0,S3209
S3210,,Charles de Gaulle,43.6282013698943,3.89669080132644,1,
427,10150,Charles de Gaulle,43.6282013698943,3.89669080132644,0,S3210
464,10246,Charles de Gaulle,43.6281043038585,3.89656438921334,0,S3210
1025,35110,Charles de Gaulle,43.6283298095038,3.89775865403373,0,S3210
1036,35210,Charles de Gaulle,43.6283939626101,3.89767377505847,0,S3210
1225,42151,Charles de Gaulle,43.6285551805181,3.89771531053076,0,S3210
1242,42219,Charles de Gaulle,43.6285736884137,3.89767868803626,0,S3210
S3211,,Chemin de la Monnaie,43.6435700885897,3.9106290870478,1,
142,04167,Chemin de la Monnaie,43.6435700885897,3.9106290870478,0,S3211
148,04204,Chemin de la Monnaie,43.6435981271675,3.91055558340119,0,S3211
S3212,,Chênes,43.6390510445649,3.90919239078827,1,
138,04163,Chênes,43.6390510445649,3.90919239078827,0,S3212
152,04208,Chênes,43.6390269614346,3.90899367229946,0,S3212
S3213,,Cimetière,43.6319913382807,3.89757408834865,1,
155,04218,Cimetière,43.6319913382807,3.89757408834865,0,S3213
S3214,,Clairval,43.6301926964308,3.90259928952745,1,
1226,42153,Clairval,43.6301926964308,3.90259928952745,0,S3214
1241,42217,Clairval,43.6302198343012,3.90258765721135,0,S3214
S3215,,Clinique du Parc,43.6342063024452,3.89108701653735,1,
1027,35113,Clinique du Parc,43.6342063024452,3.89108701653735,0,S3215
S3216,,Closerie des Guilhems,43.6343634402019,3.89516345473925,1,
686,22102,Closerie des Guilhems,43.6343634402019,3.89516345473925,0,S3216
728,22219,Closerie des Guilhems,43.6360043938932,3.89420564762028,0,S3216
S3217,,Collège Frédéric Bazille,43.6343880157283,3.90652659408445,1,
1026,35112,Collège Frédéric Bazille,43.6343880157283,3.90652659408445,0,S3217
1037,35212,Collège Frédéric Bazille,43.6344591884076,3.90657806069171,0,S3217
S3218,,Décurions,43.6355832220519,3.90903499501526,1,
1030,35117,Décurions,43.6355832220519,3.90903499501526,0,S3218
1041,35217,Décurions,43.6356640988696,3.90903722222586,0,S3218
S3219,,Georges Pompidou,43.6492711127252,3.92101273052626,1,
1232,42167,Georges Pompidou,43.6492711127252,3.92101273052626,0,S3219
1235,42203,Georges Pompidou,43.6492626696601,3.92097535407436,0,S3219
S3220,,Idate,43.649180186676,3.89881169561391,1,
710,22163,Idate,43.649180186676,3.89881169561391,0,S3220
736,22264,Idate,43.6488365595246,3.89895085872176,0,S3220
S3221,,Jean Jaurès,43.6400422975957,3.89410536697248,1,
687,22103,Jean Jaurès,43.6400422975957,3.89410536697248,0,S3221
727,22218,Jean Jaurès,43.6411392613682,3.89346683288554,0,S3221
S3222,,La Galine,43.6314568933244,3.90903276236359,1,
1227,42155,La Galine,43.6314568933244,3.90903276236359,0,S3222
1240,42215,La Galine,43.6314840319125,3.9090211328481,0,S3222
S3223,,La Pompignane (Les Lacs),43.625787148893,3.90077065873149,1,
322,08121,La Pompignane (Les Lacs),43.625787148893,3.90077065873149,0,S3223
329,08203,La Pompignane (Les Lacs),43.6246632292962,3.89953947163166,0,S3223
426,10149,La Pompignane (Les Lacs),43.625129494548,3.90024525472351,0,S3223
S3224,,Les Aires,43.6424986996744,3.89956969227814,1,
145,04201,Les Aires,43.6424986996744,3.89956969227814,0,S3224
S3225,,Mairie de Castelnau,43.6330091116361,3.89744100806514,1,
128,04125,Mairie de Castelnau,43.6330091116361,3.89744100806514,0,S3225
S3226,,Marcel Dassault,43.6221463075842,3.91685716882733,1,
1118,37101,Marcel Dassault,43.6221463075842,3.91685716882733,0,S3226
1119,37202,Marcel Dassault,43.6221186264535,3.91690590214554,0,S3226
S3227,,Mas de Rochet,43.6258568047784,3.90651483383368,1,
324,08123,Mas de Rochet,43.6258568047784,3.90651483383368,0,S3227
325,08124,Mas de Rochet,43.6258638020908,3.90603237833896,0,S3227
S3228,,Mûriers,43.6406734119201,3.91137861031573,1,
139,04164,Mûriers,43.6406734119201,3.91137861031573,0,S3228
151,04207,Mûriers,43.64063332609,3.91166221718574,0,S3228
S3229,,Notre-Dame de Sablassou,43.634744012537,3.9234193442594,1,
679,21217,Notre-Dame de Sablassou,43.634744012537,3.9234193442594,0,S3229
680,21218,Notre-Dame de Sablassou,43.633957365597,3.92188744182756,0,S3229
1229,42159,Notre-Dame de Sablassou,43.6342394895382,3.9222665979465,0,S3229
1238,42211,Notre-Dame de Sablassou,43.6342668108514,3.92224260173059,0,S3229
S3230,,Palais des Sports,43.6451616185958,3.91739519500982,1,
1029,35116,Palais des Sports,43.6451616185958,3.91739519500982,0,S3230
1040,35216,Palais des Sports,43.6451643288231,3.91720957297141,0,S3230
S3231,,Pioch Pelat,43.6261711395677,3.9021919985687,1,
323,08122,Pioch Pelat,43.6261711395677,3.9021919985687,0,S3231
328,08202,Pioch Pelat,43.6262280991301,3.9019831739828,0,S3231
S3232,,Place de la Liberté,43.6331591707961,3.89576181914461,1,
685,22101,Place de la Liberté,43.6331591707961,3.89576181914461,0,S3232
729,22220,Place de la Liberté,43.6332154054653,3.89560245170636,0,S3232
S3233,,Place de la Monnaie,43.6441500733198,3.91031082909727,1,
141,04166,Place de la Monnaie,43.6441500733198,3.91031082909727,0,S3233
149,04205,Place de la Monnaie,43.6442859481212,3.91024029688153,0,S3233
S3234,,Place du Forum,43.6446425690615,3.92399158449931,1,
131,04136,Place du Forum,43.6446425690615,3.92399158449931,0,S3234
168,04263,Place du Forum,43.6445257466447,3.92398833630581,0,S3234
S3235,,Roger Salengro,43.6327652724875,3.89627090008932,1,
127,04124,Roger Salengro,43.6327652724875,3.89627090008932,0,S3235
S3236,,Rose de France,43.6322866035459,3.90140663937507,1,
1028,35115,Rose de France,43.6322866035459,3.90140663937507,0,S3236
1039,35215,Rose de France,43.6323743201682,3.90155756686936,0,S3236
S3237,,Saint-Exupéry,43.6415434572066,3.92321219328369,1,
130,04135,Saint-Exupéry,43.6415434572066,3.92321219328369,0,S3237
169,04264,Saint-Exupéry,43.6415804906079,3.92313894814253,0,S3237
S3238,,Sapins,43.6370134771289,3.91021315998486,1,
136,04161,Sapins,43.6370134771289,3.91021315998486,0,S3238
154,04210,Sapins,43.6369133684904,3.91029704699509,0,S3238
S3239,,Sycomores,43.6418619609436,3.91063151180266,1,
140,04165,Sycomores,43.6418619609436,3.91063151180266,0,S3239
150,04206,Sycomores,43.6418538741672,3.91056939352553,0,S3239
S3240,,Thym,43.6379609688986,3.9062534877453,1,
137,04162,Thym,43.6379609688986,3.9062534877453,0,S3240
153,04209,Thym,43.6377643460114,3.90617381348466,0,S3240
S3241,,Via Domitia,43.6465326691418,3.92996184330354,1,
1231,42165,Via Domitia,43.6465326691418,3.92996184330354,0,S3241
1236,42205,Via Domitia,43.6465335797711,3.929899968006,0,S3241
S3242,,Aqueduc,43.6787763140789,3.9860845476151,1,
1020,35104,Aqueduc,43.6787763140789,3.9860845476151,0,S3242
1031,35202,Aqueduc,43.6791372143337,3.98659047719699,0,S3242
S3243,,Centre,43.6746838205825,3.9832536160787,1,
1019,35103,Centre,43.6746838205825,3.9832536160787,0,S3243
1032,35203,Centre,43.6748021959055,3.98256339097524,0,S3243
S3244,,Collège Les Pins,43.6841900674496,3.99070093321753,1,
1021,35106,Collège Les Pins,43.6841900674496,3.99070093321753,0,S3244
1035,35209,Collège Les Pins,43.684287027536,3.9908276297434,0,S3244
S3245,,Cap Alpha,43.6596205968771,3.90047195260628,1,
694,22113,Cap Alpha,43.6596205968771,3.90047195260628,0,S3245
722,22209,Cap Alpha,43.65983430634,3.90061402039391,0,S3245
S3246,,Château,43.6554749160466,3.89119571104115,1,
690,22108,Château,43.6554749160466,3.89119571104115,0,S3246
1074,36154,Château,43.6553496569895,3.89240572927259,0,S3246
1111,36254,Château,43.6552358557029,3.89219213502475,0,S3246
S3247,,Cimetière,43.6579911526276,3.89251487634728,1,
692,22110,Cimetière,43.6579911526276,3.89251487634728,0,S3247
S3248,,Église,43.6576165770198,3.88917379385947,1,
691,22109,Église,43.6576165770198,3.88917379385947,0,S3248
S3249,,La Croisée,43.6600591540473,3.8968681391686,1,
709,22138,La Croisée,43.6600591540473,3.8968681391686,0,S3249
733,22238,La Croisée,43.6601384274227,3.89698175311954,0,S3249
S3250,,Leenhardt,43.6568035493371,3.88505315957712,1,
725,22213,Leenhardt,43.6568035493371,3.88505315957712,0,S3250
S3251,,Médiathèque Albert Camus,43.6555449063627,3.88127966727777,1,
731,22227,Médiathèque Albert Camus,43.6555449063627,3.88127966727777,0,S3251
S3252,,Moulières,43.6596783950155,3.89334099151526,1,
693,22111,Moulières,43.6596783950155,3.89334099151526,0,S3252
723,22211,Moulières,43.6596898726079,3.89316794422114,0,S3252
S3253,,Olivette,43.6585929120048,3.88942323822112,1,
724,22212,Olivette,43.6585929120048,3.88942323822112,0,S3253
S3254,,Pigeonniers,43.6535381616301,3.88393691616955,1,
688,22106,Pigeonniers,43.6535381616301,3.88393691616955,0,S3254
726,22215,Pigeonniers,43.6537227454333,3.88171323989899,0,S3254
S3255,,Stade,43.6534986333116,3.88921037094662,1,
689,22107,Stade,43.6534986333116,3.88921037094662,0,S3255
S3256,,Hauts des Clavoux,43.5450120486861,3.70066412319656,1,
1066,36135,Hauts des Clavoux,43.5450120486861,3.70066412319656,0,S3256
1080,36202,Hauts des Clavoux,43.5449575083002,3.70071225225095,0,S3256
S3257,,La Vierge,43.546415412798,3.70271191468994,1,
1065,36134,La Vierge,43.546415412798,3.70271191468994,0,S3257
1081,36203,La Vierge,43.5463345375864,3.70270998281787,0,S3257
S3258,,Les Clavoux,43.543412362814,3.70063832772007,1,
1079,36201,Les Clavoux,43.543412362814,3.70063832772007,0,S3258
S3259,,Mairie,43.5500419167379,3.70807566133269,1,
1063,36132,Mairie,43.5500419167379,3.70807566133269,0,S3259
1083,36205,Mairie,43.5501298971527,3.70822607462144,0,S3259
S3260,,Tambourin,43.5489358360518,3.70456408194354,1,
1064,36133,Tambourin,43.5489358360518,3.70456408194354,0,S3260
1082,36204,Tambourin,43.5489970191935,3.70470148737255,0,S3260
S3261,,Tournesol,43.5533843907895,3.70960186624772,1,
1062,36131,Tournesol,43.5533843907895,3.70960186624772,0,S3261
1084,36206,Tournesol,43.5534080535972,3.70986198015807,0,S3261
S3262,,Beaulieu,43.5605283810715,3.72665838618745,1,
1056,36124,Beaulieu,43.5605283810715,3.72665838618745,0,S3262
1090,36213,Beaulieu,43.5605984500155,3.72750063255586,0,S3262
S3263,,Chanterelles,43.5601277083294,3.70805800842226,1,
1069,36140,Chanterelles,43.5601277083294,3.70805800842226,0,S3263
1106,36240,Chanterelles,43.5601277083294,3.70805800842226,0,S3263
S3264,,Jean Jaurès,43.5583773544763,3.71210731688357,1,
1060,36129,Jean Jaurès,43.5583773544763,3.71210731688357,0,S3264
1086,36209,Jean Jaurès,43.5583773544763,3.71210731688357,0,S3264
S3265,,Jean Moulin,43.5552244595788,3.71193259622444,1,
1061,36130,Jean Moulin,43.5552244595788,3.71193259622444,0,S3265
1087,36210,Jean Moulin,43.5552244595788,3.71193259622444,0,S3265
S3266,,Les Grenaches,43.5531810203811,3.71850802737125,1,
1058,36126,Les Grenaches,43.5531810203811,3.71850802737125,0,S3266
1088,36211,Les Grenaches,43.5530523867546,3.71802290732636,0,S3266
S3267,,Stade,43.5559327018239,3.72193642009621,1,
1057,36125,Stade,43.5559327018239,3.72193642009621,0,S3267
1089,36212,Stade,43.555993071444,3.72213564132496,0,S3267
S3268,,Temple,43.5574499532228,3.71646052107232,1,
1059,36127,Temple,43.5574499532228,3.71646052107232,0,S3268
1085,36207,Temple,43.5574499532228,3.71646052107232,0,S3268
S3269,,Arbousiers,43.6546518799841,3.94447722739425,1,
613,20125,Arbousiers,43.6546518799841,3.94447722739425,0,S3269
627,20209,Arbousiers,43.6537664380031,3.94477421203757,0,S3269
S3270,,Arènes,43.6428293221212,3.93662999335443,1,
607,20118,Arènes,43.6428293221212,3.93662999335443,0,S3270
635,20217,Arènes,43.6429848563653,3.93705525168672,0,S3270
S3271,,Baléares,43.6512900839398,3.94383776283102,1,
612,20124,Baléares,43.6512900839398,3.94383776283102,0,S3271
628,20210,Baléares,43.6513282337947,3.94369026223768,0,S3271
S3272,,Capri,43.6460563797867,3.93847840653484,1,
608,20119,Capri,43.6460563797867,3.93847840653484,0,S3272
634,20216,Capri,43.6465889661743,3.93893903718679,0,S3272
S3273,,Chênes,43.6451988568339,3.94174739510824,1,
609,20120,Chênes,43.6451988568339,3.94174739510824,0,S3273
633,20215,Chênes,43.6451221996949,3.94146050271311,0,S3273
S3274,,Cimetière,43.6511652282725,3.94073895070555,1,
611,20123,Cimetière,43.6511652282725,3.94073895070555,0,S3274
629,20211,Cimetière,43.6511938375128,3.94062832396759,0,S3274
S3275,,Fernand Rouché,43.6475607919,3.94130620961306,1,
610,20121,Fernand Rouché,43.6475607919,3.94130620961306,0,S3275
632,20214,Fernand Rouché,43.6474799150244,3.94130393621185,0,S3275
S3276,,Garenne,43.6491999702133,3.94049801512273,1,
631,20213,Garenne,43.6491999702133,3.94049801512273,0,S3276
S3277,,Jean Jaurès,43.6572372442651,3.9429155649451,1,
614,20126,Jean Jaurès,43.6572372442651,3.9429155649451,0,S3277
626,20208,Jean Jaurès,43.6566184693101,3.94281147482403,0,S3277
S3278,,Le Crès,43.6389738949026,3.93410813967641,1,
650,21101,Le Crès,43.6389738949026,3.93410813967641,0,S3278
S3279,,Mandel,43.656856496572,3.93827382621839,1,
616,20128,Mandel,43.656856496572,3.93827382621839,0,S3279
624,20206,Mandel,43.6573392203485,3.93967421366432,0,S3279
S3280,,Maumarin,43.6613927884307,3.94398604210392,1,
942,30105,Maumarin,43.6613927884307,3.94398604210392,0,S3280
943,30201,Maumarin,43.6614461556636,3.94402469535395,0,S3280
S3281,,Monteroni d'Arbia,43.6601217917364,3.93632224382456,1,
940,30103,Monteroni d'Arbia,43.6601217917364,3.93632224382456,0,S3281
944,30203,Monteroni d'Arbia,43.6601758930944,3.93631137705533,0,S3281
S3282,,Mozart,43.6576603530652,3.94045095339265,1,
615,20127,Mozart,43.6576603530652,3.94045095339265,0,S3282
625,20207,Mozart,43.6572077307511,3.94187460450758,0,S3282
S3283,,Pointes,43.6397098568722,3.93419062498349,1,
606,20117,Pointes,43.6397098568722,3.93419062498349,0,S3283
636,20218,Pointes,43.63865085189,3.93284887834069,0,S3283
S3284,,Rocailles,43.6568261578305,3.9360689079116,1,
617,20129,Rocailles,43.6568261578305,3.9360689079116,0,S3284
623,20205,Rocailles,43.6569127024147,3.93568747825175,0,S3284
S3285,,Route de Nîmes,43.6416006644368,3.94250039302967,1,
651,21102,Route de Nîmes,43.6416006644368,3.94250039302967,0,S3285
678,21216,Route de Nîmes,43.6417851621353,3.94218372455138,0,S3285
S3286,,Sienne,43.6622712970194,3.94112540559581,1,
941,30104,Sienne,43.6622712970194,3.94112540559581,0,S3286
945,30204,Sienne,43.6622907370776,3.94102688334114,0,S3286
S3287,,Substantion,43.6504620845288,3.9396544233764,1,
618,20136,Substantion,43.6504620845288,3.9396544233764,0,S3287
630,20212,Substantion,43.6502359600201,3.9397471212206,0,S3287
S3288,,Albinoni,43.5581350418709,3.7863754578992,1,
995,33104,Albinoni,43.5581350418709,3.7863754578992,0,S3288
1010,33206,Albinoni,43.5580623249801,3.78643541682062,0,S3288
S3289,,École La Gardiole,43.5575574830218,3.78251671986047,1,
997,33106,École La Gardiole,43.5575574830218,3.78251671986047,0,S3289
1008,33204,École La Gardiole,43.5572462762043,3.78226164292849,0,S3289
S3290,,Jeu de Ballon,43.5521875462385,3.77604063951607,1,
998,33107,Jeu de Ballon,43.5521875462385,3.77604063951607,0,S3290
1007,33203,Jeu de Ballon,43.5521899503703,3.77653506985874,0,S3290
S3291,,Le Hameau,43.5470266703408,3.77342675546985,1,
1000,33109,Le Hameau,43.5470266703408,3.77342675546985,0,S3291
S3292,,Les Cousses,43.5578534581975,3.78994050392317,1,
994,33103,Les Cousses,43.5578534581975,3.78994050392317,0,S3292
1011,33207,Les Cousses,43.5578283271999,3.78980389959415,0,S3292
S3293,,Les Écoles,43.549484104441,3.77722081493698,1,
999,33108,Les Écoles,43.549484104441,3.77722081493698,0,S3293
1006,33202,Les Écoles,43.5494872326057,3.77698607913234,0,S3293
S3294,,Les Hauts,43.5585575465597,3.79439588077278,1,
993,33102,Les Hauts,43.5585575465597,3.79439588077278,0,S3294
1012,33208,Les Hauts,43.5584324085762,3.79434324761215,0,S3294
S3295,,Lou Paillas,43.5455589484766,3.77429200017013,1,
991,33100,Lou Paillas,43.5455589484766,3.77429200017013,0,S3295
S3296,,Paix,43.5554537263135,3.77917577114427,1,
1001,33110,Paix,43.5554537263135,3.77917577114427,0,S3296
1014,33210,Paix,43.5552481161988,3.77841662911049,0,S3296
S3297,,Rouget de Lisle,43.5570936856391,3.78426015772241,1,
996,33105,Rouget de Lisle,43.5570936856391,3.78426015772241,0,S3297
1009,33205,Rouget de Lisle,43.5569121446524,3.78439152458627,0,S3297
S3298,,Avenue de Rome,43.6432406913763,3.82392823740357,1,
793,24104,Avenue de Rome,43.6432406913763,3.82392823740357,0,S3298
817,24210,Avenue de Rome,43.643142009288,3.8239132876405,0,S3298
S3299,,Cave Coopérative,43.6472203757665,3.8003862504151,1,
797,24108,Cave Coopérative,43.6472203757665,3.8003862504151,0,S3299
813,24206,Cave Coopérative,43.6467186942592,3.80158660695147,0,S3299
S3300,,Centre,43.64789356239,3.79713518113851,1,
798,24109,Centre,43.64789356239,3.79713518113851,0,S3300
812,24205,Centre,43.6473597766086,3.79871853501866,0,S3300
S3301,,Garriguettes,43.6464833470499,3.80369750373487,1,
796,24107,Garriguettes,43.6464833470499,3.80369750373487,0,S3301
814,24207,Garriguettes,43.6465042855508,3.80546834629662,0,S3301
S3302,,Gaston Planté,43.6465394490928,3.83114495623878,1,
808,24125,Gaston Planté,43.6465394490928,3.83114495623878,0,S3302
824,24225,Gaston Planté,43.6466977902818,3.83139669878468,0,S3302
S3303,,Genêts,43.6457980631527,3.8098077986378,1,
794,24105,Genêts,43.6457980631527,3.8098077986378,0,S3303
816,24209,Genêts,43.6456537191338,3.81116582833473,0,S3303
S3304,,La Valsière,43.6500911262756,3.83174554313606,1,
801,24116,La Valsière,43.6500911262756,3.83174554313606,0,S3304
S3305,,Le Pradas,43.6608543052475,3.79198122815254,1,
809,24201,Le Pradas,43.6608543052475,3.79198122815254,0,S3305
S3306,,Le Rio,43.6466636110622,3.80631427117979,1,
795,24106,Le Rio,43.6466636110622,3.80631427117979,0,S3306
815,24208,Le Rio,43.646293636607,3.80774079373788,0,S3306
S3307,,Les Terrasses,43.6547330011201,3.79058701483149,1,
800,24112,Les Terrasses,43.6547330011201,3.79058701483149,0,S3307
810,24202,Les Terrasses,43.6545396142363,3.79026017134638,0,S3307
S3308,,L'Île Bleue,43.6483548367911,3.83183625328128,1,
802,24117,L'Île Bleue,43.6483548367911,3.83183625328128,0,S3308
819,24215,L'Île Bleue,43.6484667052179,3.83219821074534,0,S3308
S3309,,Source,43.6506648675661,3.79094148627572,1,
799,24110,Source,43.6506648675661,3.79094148627572,0,S3309
811,24204,Source,43.6505939715505,3.79086539659156,0,S3309
S3310,,Bel Air,43.6598640290202,3.92206214893719,1,
705,22131,Bel Air,43.6598640290202,3.92206214893719,0,S3310
S3311,,Bibliothèque,43.6589943641775,3.91142592874595,1,
713,22169,Bibliothèque,43.6589943641775,3.91142592874595,0,S3311
738,22269,Bibliothèque,43.6591399476986,3.91130611736235,0,S3311
S3312,,C. Sylvains,43.6562251601759,3.9145317504333,1,
701,22126,C. Sylvains,43.6562251601759,3.9145317504333,0,S3312
S3313,,Chesnaie,43.65886447893,3.92401563138875,1,
697,22122,Chesnaie,43.65886447893,3.92401563138875,0,S3313
S3314,,Cimetière Jacou,43.6591494979054,3.90941180974736,1,
696,22115,Cimetière Jacou,43.6591494979054,3.90941180974736,0,S3314
720,22207,Cimetière Jacou,43.6594498218847,3.90792175727016,0,S3314
S3315,,Clos des Garrigues,43.657710629139,3.91931532355401,1,
699,22124,Clos des Garrigues,43.657710629139,3.91931532355401,0,S3315
S3316,,Coeur de Ville,43.6594373458094,3.91310984076791,1,
719,22206,Coeur de Ville,43.6594373458094,3.91310984076791,0,S3316
S3317,,Collège Pierre Mendès France,43.6672513138801,3.91238446872628,1,
706,22135,Collège Pierre Mendès France,43.6672513138801,3.91238446872628,0,S3317
730,22222,Collège Pierre Mendès France,43.6671896690639,3.91229607463312,0,S3317
S3318,,De Bocaud,43.6595636520239,3.90378900462935,1,
695,22114,De Bocaud,43.6595636520239,3.90378900462935,0,S3318
721,22208,De Bocaud,43.6596716968525,3.90439873391089,0,S3318
S3319,,Écureuil,43.6628273031416,3.90997135454198,1,
711,22165,Écureuil,43.6628273031416,3.90997135454198,0,S3319
735,22262,Écureuil,43.6635183687162,3.90943313618745,0,S3319
S3320,,Grand Rue,43.659305933294,3.91903760561673,1,
704,22130,Grand Rue,43.659305933294,3.91903760561673,0,S3320
S3321,,Hélios,43.6614662424084,3.91946900195475,1,
717,22204,Hélios,43.6614662424084,3.91946900195475,0,S3321
S3322,,Jacou,43.6547029283364,3.91288002848885,1,
707,22136,Jacou,43.6547029283364,3.91288002848885,0,S3322
732,22237,Jacou,43.6546939419025,3.91287978033304,0,S3322
1233,42169,Jacou,43.6546040775665,3.91287729877921,0,S3322
S3323,,Jean Joubert,43.6672819548778,3.91460215683388,1,
1139,39101,Jean Joubert,43.6672819548778,3.91460215683388,0,S3323
1141,39201,Jean Joubert,43.6673184420604,3.91456601191233,0,S3323
S3324,,La Draye,43.6688846015263,3.91751978013283,1,
708,22137,La Draye,43.6688846015263,3.91751978013283,0,S3324
S3325,,Lou Pradet,43.6622564197652,3.92199238835,1,
716,22203,Lou Pradet,43.6622564197652,3.92199238835,0,S3325
S3326,,Lucien Lambert,43.6569490193857,3.91236008522556,1,
1140,39102,Lucien Lambert,43.6569490193857,3.91236008522556,0,S3326
1142,39202,Lucien Lambert,43.6569499199598,3.91229819835448,0,S3326
S3327,,Parc,43.6613120054266,3.90907513640856,1,
712,22166,Parc,43.6613120054266,3.90907513640856,0,S3327
734,22261,Parc,43.6615681195381,3.90939177607437,0,S3327
S3328,,Piscine,43.6605751635585,3.92629218105293,1,
714,22201,Piscine,43.6605751635585,3.92629218105293,0,S3328
S3329,,Pont de la Draye,43.6621879238232,3.92482631138698,1,
715,22202,Pont de la Draye,43.6621879238232,3.92482631138698,0,S3329
S3330,,Roland Garros,43.6562866447651,3.91709656834973,1,
700,22125,Roland Garros,43.6562866447651,3.91709656834973,0,S3330
S3331,,Romarin,43.6575127761607,3.91377486790987,1,
702,22128,Romarin,43.6575127761607,3.91377486790987,0,S3331
S3332,,Roveraie,43.6583717358433,3.92205784533887,1,
698,22123,Roveraie,43.6583717358433,3.92205784533887,0,S3332
S3333,,Thym,43.6591524172321,3.91723783724737,1,
703,22129,Thym,43.6591524172321,3.91723783724737,0,S3333
S3334,,Tournesol,43.6603962469962,3.91578631038341,1,
718,22205,Tournesol,43.6603962469962,3.91578631038341,0,S3334
S3335,,Allée de l'Europe,43.6139435933472,3.81011219636448,1,
840,25128,Allée de l'Europe,43.6139435933472,3.81011219636448,0,S3335
861,25228,Allée de l'Europe,43.6138082923281,3.81014582426996,0,S3335
S3336,,Calade,43.6278396970131,3.79964199437042,1,
834,25115,Calade,43.6278396970131,3.79964199437042,0,S3336
848,25203,Calade,43.6280096043925,3.79970822569717,0,S3336
S3337,,Églantiers,43.6078746360328,3.81282582594312,1,
828,25104,Églantiers,43.6078746360328,3.81282582594312,0,S3337
854,25214,Églantiers,43.6078017329316,3.81289817042971,0,S3337
S3338,,Fontcaude,43.6321169591642,3.80176896625415,1,
846,25201,Fontcaude,43.6321169591642,3.80176896625415,0,S3338
860,25226,Fontcaude,43.6323584230524,3.80186179826462,0,S3338
S3339,,Grand Chêne,43.6199746369738,3.79758443747813,1,
837,25120,Grand Chêne,43.6199746369738,3.79758443747813,0,S3339
859,25220,Grand Chêne,43.6200631655203,3.79768569390263,0,S3339
S3340,,Hauts de Fontcaude,43.6321792623191,3.79849075719746,1,
836,25118,Hauts de Fontcaude,43.6321792623191,3.79849075719746,0,S3340
858,25219,Hauts de Fontcaude,43.6321719087268,3.79903514052518,0,S3340
S3341,,Hôtel de Ville,43.6139562593701,3.8052129318771,1,
841,25129,Hôtel de Ville,43.6139562593701,3.8052129318771,0,S3341
862,25229,Hôtel de Ville,43.6138753818252,3.80521085255219,0,S3341
S3342,,Juvignac,43.6174850753856,3.81014168845545,1,
1266,43101,Juvignac,43.6174850753856,3.81014168845545,0,S3342
S3343,,La Bergerie,43.6170743813242,3.7966688691166,1,
845,25133,La Bergerie,43.6170743813242,3.7966688691166,0,S3343
866,25233,La Bergerie,43.6169941709535,3.79661732551847,0,S3343
S3344,,La Plaine,43.6117081690363,3.81450853831305,1,
826,25102,La Plaine,43.6117081690363,3.81450853831305,0,S3344
856,25216,La Plaine,43.6117514115113,3.81463337953702,0,S3344
S3345,,Le Labournas,43.6145403198444,3.80058814136301,1,
842,25130,Le Labournas,43.6145403198444,3.80058814136301,0,S3345
863,25230,Le Labournas,43.6144221578344,3.80068409529937,0,S3345
S3346,,Le Martinet,43.6340837136982,3.80324279009331,1,
838,25125,Le Martinet,43.6340837136982,3.80324279009331,0,S3346
S3347,,Les Thermes,43.6218554922438,3.80009505232772,1,
844,25132,Les Thermes,43.6218554922438,3.80009505232772,0,S3347
865,25232,Les Thermes,43.621856495887,3.80002083167668,0,S3347
S3348,,Luminaire,43.6079914784399,3.81084941715938,1,
829,25105,Luminaire,43.6079914784399,3.81084941715938,0,S3348
853,25213,Luminaire,43.6078453377763,3.8110188453731,0,S3348
S3349,,Marjories,43.6098035361488,3.8078279711143,1,
830,25106,Marjories,43.6098035361488,3.8078279711143,0,S3349
852,25212,Marjories,43.6097049465149,3.80714498398612,0,S3349
S3350,,Mélanie,43.6306638805927,3.79820443901082,1,
835,25116,Mélanie,43.6306638805927,3.79820443901082,0,S3350
847,25202,Mélanie,43.6307630664802,3.79818222493652,0,S3350
S3351,,Récantou,43.6130768596766,3.81565747742886,1,
825,25101,Récantou,43.6130768596766,3.81565747742886,0,S3351
857,25217,Récantou,43.6130017564324,3.81589061076884,0,S3351
S3352,,Rivière,43.609877379271,3.81559938420182,1,
827,25103,Rivière,43.609877379271,3.81559938420182,0,S3352
855,25215,Rivière,43.609570153063,3.81571514801705,0,S3352
S3353,,Route de Saint-Georges,43.6127725432074,3.80896846839708,1,
832,25108,Route de Saint-Georges,43.6127725432074,3.80896846839708,0,S3353
850,25210,Route de Saint-Georges,43.6128366258617,3.8088835128565,0,S3353
S3354,,Terres du Sud,43.6185412453029,3.79188063779574,1,
843,25131,Terres du Sud,43.6185412453029,3.79188063779574,0,S3354
864,25231,Terres du Sud,43.6185412453029,3.79188063779574,0,S3354
S3355,,Valat de la Fosse,43.610526571974,3.80555777966357,1,
831,25107,Valat de la Fosse,43.610526571974,3.80555777966357,0,S3355
851,25211,Valat de la Fosse,43.6106833695032,3.80526488384338,0,S3355
S3356,,Village,43.6247859622184,3.79944001776514,1,
833,25114,Village,43.6247859622184,3.79944001776514,0,S3356
849,25204,Village,43.6247145719778,3.79940106420553,0,S3356
