longitude;latitude;d_inter;annee_inter;type_inter;type_support;rue;code_commune;equipement_concerne
3.91902124075069;43.5872486893832;19/10/2012 00:00;2012;Fuite;Branchement;R DU MAS DE PORTAL;34129;Branchement
3.93499111132375;43.57641401628;18/10/2012 00:00;2012;Fuite;Canalisation;ALL DE L'EXPANSION;34198;Canalisation
3.94579895403618;43.5686224354412;17/10/2012 00:00;2012;Fuite;Branchement;AV DE MONTPELLIER;34198;Branchement
3.92352875047443;43.5887591252451;17/10/2012 00:00;2012;Fuite;Branchement;R DES FLEURS;34129;Branchement
3.87531199504107;43.5578621074162;17/10/2012 00:00;2012;Fuite;Branchement;R DES CYPRES;34129;Branchement
3.93607524839303;43.5754745450503;16/10/2012 00:00;2012;Fuite;Branchement;AV DU LANGUEDOC;34198;Branchement
3.94351843418953;43.5683299629432;15/10/2012 00:00;2012;Fuite;Branchement;R DES HIRONDELLES;34198;Branchement
3.90736378247187;43.5699428481822;15/10/2012 00:00;2012;Fuite;Branchement;R DES TAMARIS;34129;Branchement
3.92805911346845;43.5869883990412;12/10/2012 00:00;2012;Fuite;Branchement;R DU CLOS SAINT-JEAN;34129;Branchement
3.90307356549038;43.5637521437967;10/10/2012 00:00;2012;Fuite;Branchement;AV FANFONNE GUILLERME;34129;Branchement
3.90555673877583;43.5721579176344;10/10/2012 00:00;2012;Fuite;Branchement;AV DE L'AGAU;34129;Branchement
3.90274199836673;43.5765791135798;10/10/2012 00:00;2012;Fuite;Branchement;R PASIPHAE;34129;Branchement
3.90002142916963;43.5746797594443;08/10/2012 00:00;2012;Fuite;Branchement;AV LEONARD DE VINCI;34129;Branchement
3.91015711461275;43.5702385630982;08/10/2012 00:00;2012;Fuite;Branchement;R DES CYCLAMENS;34129;Branchement
3.90311789191513;43.5643580556961;08/10/2012 00:00;2012;Fuite;Branchement;AV FANFONNE GUILLERME;34129;Branchement
3.92388163592215;43.5889137169689;08/10/2012 00:00;2012;Fuite;Branchement;R DES CANEPETIERES;34129;Branchement
3.90995888633978;43.5687404418368;05/10/2012 00:00;2012;Fuite;Branchement;R DES PEUPLIERS;34129;Branchement
3.9431502690811;43.5710918838284;05/10/2012 00:00;2012;Fuite;Branchement;AV DE LA GALINE;34198;Branchement
3.91585393938157;43.572172385991;03/10/2012 00:00;2012;Fuite;Branchement;PLAN DES PINSONS;34129;Branchement
3.92388163592215;43.5889137169689;03/10/2012 00:00;2012;Fuite;Branchement;R DES CANEPETIERES;34129;Branchement
3.95474051429304;43.5629196628002;01/10/2012 00:00;2012;Fuite;Branchement;R DU DOCTEUR SERVEL;34198;Branchement
3.90221297583449;43.5767452944362;28/09/2012 00:00;2012;Fuite;Branchement;R MINOS;34129;Branchement
3.90231578216265;43.57700666875;28/09/2012 00:00;2012;Fuite;Branchement;R MINOS;34129;Branchement
3.9139143029199;43.5750844452799;27/09/2012 00:00;2012;Fuite;Branchement;TRA DE LA BRIGANTINE;34129;Branchement
3.90029117919931;43.5746959351679;27/09/2012 00:00;2012;Fuite;Branchement;AV LEONARD DE VINCI;34129;Branchement
3.90304094621175;43.5772572842577;27/09/2012 00:00;2012;Fuite;Branchement;R MINOS;34129;Branchement
3.90595068905463;43.5760436033887;26/09/2012 00:00;2012;Fuite;Branchement;R PALLADIO;34129;Branchement
3.9102354088363;43.576284451655;26/09/2012 00:00;2012;Fuite;Branchement;AV DE LA FONTVIN;34129;Branchement
3.90705325401689;43.5774679865689;26/09/2012 00:00;2012;Fuite;Branchement;R PALLADIO;34129;Branchement
3.9542647357936;43.5640762525824;25/09/2012 00:00;2012;Fuite;Branchement;R GEORGES BARNOYER;34198;Branchement
3.9055753453392;43.5787034808751;24/09/2012 00:00;2012;Fuite;Branchement;R THESEE;34129;Branchement
3.90236333181338;43.5765072465754;21/09/2012 00:00;2012;Fuite;Branchement;R PASIPHAE;34129;Branchement
3.90279504684522;43.5767867274454;21/09/2012 00:00;2012;Fuite;Branchement;R PASIPHAE;34129;Branchement
3.90280688251807;43.5767581039583;21/09/2012 00:00;2012;Fuite;Branchement;R PASIPHAE;34129;Branchement
3.91296414795073;43.5761727210642;20/09/2012 00:00;2012;Fuite;Canalisation;TRA DES HUNIERS;34129;Canalisation
3.91402538075104;43.5730916548211;20/09/2012 00:00;2012;Fuite;Branchement;TRA DE L'ARTIMON;34129;Branchement
3.90798968239582;43.572015932602;19/09/2012 00:00;2012;Fuite;Branchement;R RICHARD WAGNER;34129;Branchement
3.90364243709394;43.5646408779188;19/09/2012 00:00;2012;Fuite;Branchement;R DES VERGERS;34129;Branchement
3.91445122482351;43.5688444605149;18/09/2012 00:00;2012;Fuite;Branchement;R DES SORBIERS;34129;Branchement
3.95167034663532;43.5632046730176;18/09/2012 00:00;2012;Fuite;Branchement;IMP JALLOIS;34198;Branchement
3.91487859969587;43.5750667191904;14/09/2012 00:00;2012;Fuite;Branchement;IMP JULES MASSENET;34129;Branchement
3.90895896324162;43.5742051348515;12/09/2012 00:00;2012;Fuite;Branchement;CHE DU MAS DE JAUMES;34129;Branchement
3.90373777369842;43.5660224034257;11/09/2012 00:00;2012;Fuite;Branchement;R LA PEROUSE;34129;Branchement
3.94411949265536;43.5680044463533;10/09/2012 00:00;2012;Fuite;Branchement;R DES HIRONDELLES;34198;Branchement
3.90310134051362;43.5636189523361;07/09/2012 00:00;2012;Fuite;Branchement;AV FANFONNE GUILLERME;34129;Branchement
3.90931977676017;43.5711787425607;06/09/2012 00:00;2012;Fuite;Branchement;R DES CYCLAMENS;34129;Branchement
3.95269499277662;43.5663431742703;03/09/2012 00:00;2012;Fuite;Branchement;R FONT MARTIN;34198;Branchement
3.91348067579231;43.574135557413;30/08/2012 00:00;2012;Fuite;Branchement;TRA DE LA BRIGANTINE;34129;Branchement
3.89467417950137;43.5735557480111;29/08/2012 00:00;2012;Fuite;Branchement;ALL DE LA CALADE;34129;Branchement
3.91419360730136;43.5733673586907;29/08/2012 00:00;2012;Fuite;Branchement;R FRANCIS POULENC;34129;Branchement
3.91551799576442;43.5766056112322;28/08/2012 00:00;2012;Fuite;Canalisation;AV GUSTAVE CHARPENTIER;34129;Canalisation
3.90687994542628;43.577290869705;27/08/2012 00:00;2012;Fuite;Branchement;R PALLADIO;34129;Branchement
3.92787956715709;43.5889513951125;24/08/2012 00:00;2012;Fuite;Branchement;R DU MISTRAL;34129;Branchement
3.95810253893115;43.5627728800521;23/08/2012 00:00;2012;Fuite;Branchement;R DU PONT DE LA GAZE;34198;Branchement
3.92546828696765;43.5846422496309;21/08/2012 00:00;2012;Fuite;Branchement;R DE LA MURAILLETTE;34129;Branchement
3.90195058218008;43.5765703908029;21/08/2012 00:00;2012;Fuite;Branchement;R MINOS;34129;Branchement
3.90829591612314;43.5721701175269;20/08/2012 00:00;2012;Fuite;Branchement;R RICHARD WAGNER;34129;Branchement
